RID,document
401,평점 마이너스는 없는건가?
401,무간도의 반짝히트 이후 더욱 퇴화하고 있는 홍콩영화들...
401,20분만 보면 그냥 잠. 이걸 dvd로소장하는자는 짱구
401,occam's razor 가 생각난 영화.
401,뷁 공포영화 재미없이 무덤덤히 보는편인데 이건 좀 심하게 졸렸음
401,수작입니다 흥행하지 못한게 안타깝네요
401,레이프 파인즈 연기 인생 중 최악의 영화가 분명하다.
401,매우 공포스럽고 잔인하고 잘 만든영화 쏘우보다 더 재미있네
401,좋아ㅋㅋㅋㅋ
401,결말은 갈기갈기 찢겨죽는 주인공가 그의 아버지. ㅠㅠ
401,.
401,당시 폭발적 인기로 편집부의 압박에 억지로 질질 늘렸지만 그럼에도 전설이 된 만화
401,원작을 쓰레기로 만드네 .
402,징글징글한 삶 그 안에서도 쓸쓸한 희망을 담고 있는 인생의 이야기입니다..
402,컬트 멜로 스릴러를 넘나드는 재미
402,아빠라는 사람 초 답답;;;;;;;;;;;;;;;;
402,초반의 흥미로운 입담이 중반을 지나며 순식간에 사라져 버린다..
402,불후의 명작 그 마무리..
402,"에이스 목소리 연기자, 감성 없는 국어책 읽기 수준이라 도대체 누구인지 궁금해서 검색하고 댓글 남김. 여진구 대신 전문 성우 쓰는게 더욱 재미있는 영화가 됐을듯~ 목소리 연기 보고 열받아 끄적여 봄~"
402,보통사람들이 보기에는 너무 지루한 영화..
402,나쁘지 않았다.. 홍보가 좀더 제대로 됐더라면.. 그리고 저예산 영화라는게 너무 곳곳에서 드러난게 조금 아쉬운 영화..
402,역대 최악이라고 생각한다. 오늘 박시환 고음보다 변상국 고음이 더 소름끼쳤다. 심사 위원 점수는 무의미하고 답없는 팬덤에 좌지우지되는 결과는 다 예상이되서 하나도 재미가 없다. 지금 추세로는 결승전은 보나마나구나. 다음주 슈스케는 볼 필요도 없다
402,슬펐다...
402,미국 함장으로 나온 스콧 글랜 어디서 봤다 했더니 김갑수
402,사막에 별보기 아름다운 녀와.
402,글래디에이터와 함께 5번 넘게본 영화
402,내용은 그저 그런데 입체 영상때문에 머리 진짜 아픕니다 비추 예요
402,초반엔 좋았는데.. 내 인생 이런 용두사미 드라마 첨본다ㅋㅋㅋ스토리 라인이 와장창 무너짐
402,와 잔잔한 굿이다!
402,마지막에깨금이가오네
402,나는 이 영화 보고 엉엉 울었는데... 특히 마지막 섹스 장면...
402,이로하라는 점에서 이미GJ지후...오하나쨔응...애니판 2기도 얼릉얼릉 나왔으면 좋겠다
402,장난하나... 애들이 이 재미없는 걸...
402,이미지는 딱이다
402,위험한관계는 이제 리메이크 안하는게 좋을거같다.재미없게 봤던 스캔들보다도 재미가 없다.어째 가면 갈수록 전작을 못 뛰어넘는 것 같다
402,으아아아아아 평점 떨어진다아아아 운.지.이런 영화의 목적이야 뻔하지 아니한가 계속 그렇게 세상탓하면서 살아라 망상주의자들
402,you spin me right round baby~
402,최악
402,김기덕이랑 하이파이브 할 기세
402,성룡 vs. 견자단~! 세번째 시리즈는??
402,별 뜻없이 가볍게 볼 영화는 아닌듯.. 철학적이고 양자역학같은 이론도 섞여있는데 보고나면 우리의 힘든 삶에 대해 생각해보게 하는 그런 힐링영화....로맨스가 항상 연애사만 다뤄야하나..충분히 사랑에 대해 새로운 관점에서 잘 알려준 영환데
402,유치한 영화... 1점도 아깝다...
402,"그저 어두운 삶을 벗어나기 위한 메시지들이었던가?너무 많은 의미를 두려고 시선이 멈춘다... 버려진 냉장고든, 잡힌 문어든...그 메시지가 너무 난잡하다.읽어들이고 받아들이는 입장에선 참 스토리 짜임새가 너무 없다."
402,이게 정말 10점 영화인가요???
402,발연기
402,시간낭비한 영화. 내용도없고 스릴도없고...이게 7점이 넘다니 취향 참 특이한사람들 많네요.
402,최고로웃겼음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 펭귄한마리키우고싶다
402,best movie ever
402,"정말 지겹군 다음은 마드리드에서 온 여자, 대구에서 온 남자 인가?"
402,내생에최고의드라마♥♥경스그사세연애시대재치고내마음속1순위로굳건히자리잡았다 순위변동은오랫동안변하지않을것같다^^
402,한심한새끼보느라 답답한 영화
402,1점도 아깝다 이게 15금이라는 자체가 말이 안되고 진짜 자극적인 요소만 끌어다놨음ㅋ 보고나서 기분 진심 더러워요 뭐 이게 영화야ㅋ 막장영화라는 장르가 생겼나ㅋ 돈 시간 다 아깝고 정말 영화 더러워요 미친;;
402,명작이라 불러도 손색이 없는 영화임!@
402,흘러간 팝송을 따라 부르면서 유쾌한 시간을 보낼 수 있고 속고 또 속이는 긴장의 연속!
402,봉준호의 조용한 클라이막스.
402,10점이... 어떻게... 노력과 결과는 별개...
402,"니들눈엔 저게 어떻게 예술이라는거야?! 폼잡지 말고, 솔직하게 평점해!"
402,"가끔 손발이 오그라들었으나, 간만에 따뜻한 영화였던거 같아요."
402,평점 1점이상 분들은 알바생인가.....
402,고전 서부극을 연상시키는 캐릭터들은 노스텔지어를 자극할수도 있지만 그 세대를 모른다면 중2스럽기만하다...다만 영화 자체를 즐기고자 본다면 후련한 액션임이 사실이다 만화같은전개 역시 즐겁다 보는 내내 눈이 즐거웠고 조쉬의 각트 구출신은 감탄이나왔다
402,사실 이 점수도 아깝다 ..영화 원작을 짜집기해서 되먹지 않은 스토리에다 ..에휴!
402,"밍밍하거나, 쓰거나. 단맛 외에는 여러 가지 맛이 나는 잡탕 주스."
402,이준 연기도 그렇고 개인적으로 영화가 주는 메시지도 명확하고 울림이 있다고 생각이 든다
402,그... 포스터에 보이는 그래픽있죠? 그게 실제영화에서도 똑같은 급의 CG로 쓰입니다. 순간 만화를 보는줄 알았네요.... 욕나와;
402,장르가 코미디였더라면 평점을 더 줬을 텐데.. 결국 감독은 제이슨의 편이었나?
402,"처음엔 화풍과 디자인, 연출때문에 본 애니메이션 이지만 그 작품성에 커다란 감탄사를 남기고픈 걸작."
402,별루 못생긴애들이 영화속에선 미남.미녀라구하네 ㅋㅋ 그냥 허접한 저예산 b급 에로영화.
402,그해 여름 뜨거웠던 소녀들의 슬프고 아름다운 이야기. 오랜만에 가슴이 먹먹했어요-
402,뇌리에 남게 하는 소품 활용의 좋은 예
402,1편보다 재미있고 진화했다 훌륭하다
402,10점짜리영화는아니지만 지금점수가너무낮아서줌.숫자강박증이라는 공감형성 하기힘든스토리를 짐캐리가캐리한영화
402,국제 정치의 구조나 미국 일변도의 정세에 대해서 잘 비판한 영화다.
402,정말 지옥에서 온 최악의 영화
402,지금봐도재밌다 옛날꺼란건알았지만 96년작일줄은ㄷ
402,처음의 그 감동과 새로움은 어디로... 이제 그만.
403,"개인적으로 이런영화는 맞지않아서 딱 3점, 세계관은 정말 잘만들었음"
403,르망.아카디아가 94년도에 있었다니 ㄷㄷㄷ
403,그녀의 삶은 고통이 더 많았기에 남들보다 빛나보인다.
403,완전 재미없었어요 1보고 2도 잼날 줄 알았는뎅
403,케이블에서 해주는거 잠깐 보다 자야지 하고 다 봤다-_-;;난 여잔데도 재미있었음...
403,무식'하게 감동적인 영화
403,작품성과 흥행 두마리 토끼를 잡는 스필버그. 그리고 다니엘 데이 루이스의 놀라운 연기력.
403,여자주인공 스타일이 코트는 영아니요 여자 주윤발도이니고 ㅡ.ㅡ 차라리 가죽점퍼가더낳을듯....
404,장나라의 원맨쇼 드라마 ..최고의 명작이다!! 지금 다시봐도 재밌음!
404,진짜 졸작이다 마블 히어로물중에 이정도로 망작이 있을라나?진짜 아무리 좋은 히어로를 갔다놔도 감독이 망이면 못살린다는걸 다시한번 깨달음 티어7이라면서 아이언맨보다 약한거같음 엄청 쎄다길래 헐크1정도의 스팩타클을 원했건만 이도저도 아닌게 되버림
404,더럽게 재미없는 쓰레기..2점부터 점수준것들 M창
404,난 이거 조낸 괜찮게봤는데 ㅋㅋ
404,정말 재밌게 봤네요... 자칫 지루하기 쉬운영화를 시간대를 이리저리 섞어서...
404,정말 재미가 하나도 없다
404,"스펙터클로 무장한 반공, 스케일이 요즘 영화 못지않다. 김창숙 상당히 이뻤네."
404,이게 몬영화야 !!!! 너무 하네
404,다시봐도~명작~!!!전문가들 평점 왜저럴까??ㅉㅉ
404,정말 재밋어요. 올해 연기대상은 스캔들에서 나올거라 확신합니다. 박상민 정말 멋져요. 흥행하는 드라마엔 뛰어난 악역
405,이이제이를 이제야 듣고 이 영화를 알게되었습니다. 슬프지만 꼭 봐야할 우리 영화입니다.
405,시사회가서 봤는데 기대보다 좀 별로. 뭔가 큰감동도 그닥 없고 끝이 많이 허무했다
405,쓰레기 중의 쓰레기. 중고딩이나 보는 쓰레기 웹툰을 영화로 만들다니 주원이 아깝고 돈이 아깝다
405,아쉬운점도 있었지만 재밌었음 배우들 연기를 잘해서 몰입도는 좋았음b
405,알바쓰지마~~ 더럽게 돈아깝네
405,아 객꿀잼!! 돈 안아깝지 않은 영화엿다~!! ㅎㅎ!! ㅜㅜ!! 꼭 보길~ 한국여화의 미래!
405,이해할 수 없다. 감동은 강요되지 않는다. 침묵의 과잉...
405,이 시트콤을 보고 삶의 곳곳에 숨은 행복을 발견할 수 있었다. 최고.
405,이영화는 그 영화가 아니지만 코리아....라는 영화 이름에도 가슴이 찡 울린다 우리가진정 같고 싶은건 꽉막힌 세상이아닌 한사람 한사람 추억을 가지는것 같다. 북한은 다른 나라가 아닌 우리나라다 북한을 되찾는게아니라 마음을 맞추는 것이다
405,전혀 기대없이 보다가 몰입감과 리얼리티99% 감상 후 감독각본 유원상이 누군지 찾아보기까지 했다. 다음 작품이 기대된다. 모든 연기자의 연기력도 정말 좋았다. 깨알같은 디테일들은 연출의 치열함이 보였다. 과장되거나 어색한 부분이 거의 없었다.
406,이런 OO 싸우다말고 뭔 핵폭탄으로 OO이야 OO이
406,반정도 보앗는데요 ㅎ 다큐멘터리 갖구 잼잇어요 ㅎ
406,이 영화에 기대고 싶다.
406,솔직히 캐스팅빨로 버틴거지 솔직히 몇회 보다 말았지만 tv 전기세가 아까웠다!!!
406,100점짜리 코스프레 2점짜리 영화
406,"극본, 연출, 연기가 모두 최고인 드라마! 특히 주지훈의 연기가 완전 압도적."
406,그냥 내인생 최고의 쓰레기영화...클로버필드를 넘어서도 한참넘어선 엄청난 쓰레기영화..ㅋㅋ
406,좋아요 영화
406,이게 이제 개봉한다니... 추천!!
406,제가 10대거든요..근데 참 재미없네요그래도 기린광수 덕에 3점 드립니다.
406,"보다가 두번잠들고 세번째 겨우 성공..웬 노인네 나오면서 거룩한 음악만 계속 흘러나오면 감동해줘야만 하는거냐?...지루하고 공감안가고...우리에게 이순신영화가 있다면 그렇게 만들어도 감동하겠지만, 먼나라얘기에 공감해주기엔 스토리가 너무 빈약하다."
406,다박재밌음ㅋ강추
406,한번 더봐도 재밌다. 작가가 정말 대단하다
406,재미없어나뉴타자나투아
406,피안도를 접한지 4~5년 정도 된거같은데.. 보고나서 후회만 남을뿐; 만화나 보세요
406,나오는 애들 남자건 여자건 어찌 그리 이쁜지!
406,하나님과 함께라면 항상승리 할 수있음을 보여주는 영화~!!!!!
406,하이재킹을 소재로 한 영화중 최고라 말할 수 있다. (아놔 시걸형님..ㅜㅠ)
406,정말 짜증나고 무슨내용인지모를 황당한영화
406,윤정희의 신들린연기가 압권
406,엔딩 크레딧올라갈때 나도모르게 엄지가 치켜진다
406,아진짜..눈물펑펑 반전에 반전 이런영화를 왜 영화관에서 못봤을까 ㅠㅠ
406,별로....
406,우울해서 봤는데 더우울해졌다.
406,이걸 왜 보는가 영화가 너무 재미가 없자나
406,일본영화 좋아하시는분들은 꼭보세요
406,어린 시절의 추억...
406,짜증스런 영화다. 구성도 엉성하고
406,러셀 크로우보다는 리암 니슨이 나오기 때문에 봤으나 주인공 마누라 때문에 짜증나는 영화. 역시 짜증 유발 케릭터 나오는 영화는 보고나서 찝찝함
406,개념부터 공략좀;;;
406,정당하게 돈 내고 봤다.. 그래서 말할수있다.. 시간을 버렸다
406,"소설로먼읽었었는데 정말 실감나게 잘 연기해주신 듯,,,"
406,마음이 저며오도록 아름답고 깊은 사랑에 관한 영화..내 배우자 생각에 가슴을 치면서 울면서 보았다
406,어디로 갈껀데? 가면서 생각하지 뭐..
406,이거 재밌음. 축구 좋아하는사람 보셈.
406,제대로 맛이간 사랑과전쟁. 4주후에 볼 필요도 없겠군.
407,패주기고 싶을정도로 감동했다 브라보
407,그냥 동물농장 보는게 더 잼있다
407,싸구려
407,엘리샤 커스버트는 4랑입니다.
407,jjun da!!
407,차공찬 공 좀 찼네
407,소름이 끼친다.. 집에서 혼자 보고 박수침ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
407,엄청난 물량을 퍼부운 드림웍스나 디즈니 혹은 워너판 애니에 비해 소박하고 시시하다
407,고달픈 삶에도 사람을 사랑하고 믿어줄 카우리스마키 동화나라
407,전설이죠.....
407,우체통 우체통 해서 뭔가 봤는데... 대박... 마지막에 빵 터짐.. 내용 진짜 심플한 야한 영화..
407,오 ~ 쫌 하네 ㅎ 굿
407,하나도안잔인하고재밌음
407,빵점 짜리 저질 쓰레기 영화
407,으리
407,큰 과제를 하나 받은 기분이에요! 성미산주민분들 대단하세요! 영화보다 더 영화같은 이야기네요
407,보다보다 너무 짜증나서점점 내용이 왜 이렇게 흘러가는지잘흘러가다 이응경이 사이코같더니이젠 길용우가 완전 사이코네요유리는 아예 분량도 없고휴 정말 못봐주겠어요착한드라마라더니 이건뭐죠?
407,흑형입담에 배째짐ㅋㅋ
407,재밌구만 ㅋㅋㅋㅋ
407,별로
407,볼드라마가 없어서 힘들었는데 이드라마는 정말 재미있어요^^앞으로 기대되요ㅎㅎ
407,50가지 그림자 책으로 읽어바는데 영화로 영아니라고보는데 너무 심한거아닌가...;;;;완전 저질 ㅜ
407,일본 영화는 오래 기억남는게 없다... 그 증거의 영화
407,런닝맨이면 제목답게 레이스를하라고 진짜!!ㅠㅠ 딱지치기 바둑두기 커플찾기 이제슬슬 한계가 오는구만 런닝맨이면 좀 이름표떼기하라고 제발ㅠㅠ
407,"이혜숙씨의 연기가 돋보이고, 풍경이 너무 멋있는 영화에요."
407,재밌었고 지금봐도 재밌다...!!!
407,왠지그냥.. 다들해서
407,계속 웃었네 ㅋㅋ 재밌기만 하던데요!? 감동보다는 웃음이 ㅋㅋㅋ
408,이게 재밌다고? 진정?
408,"[ 스토리 10, 비주얼 10, 연출 10, 연기 9 ] 전작부터 이어져온 영상미에 적응될 때즘, 압도적 전투신에 시선을 빼앗기다."
408,짜증난다ㅠㅠ내시간...ㅜ남주 약초구하러가는씬 둘다죽는씬 너무흔한스토리 아..당했다
408,굿~
408,정말 개봉을 했던 건가?
409,힘내세요 그래도 노력한 영화네요
409,개노잼 열자채우기도하깝다
409,괜히봣다 OO
409,내용의 짜임새등 좋았다.
409,ㅎㅎㅎ... 할말이 없다...
409,"하아,,, 왜이렇게 우려먹는겁니까? 매회 형편없는 스토리ㅡㅡ&못하는연기자들드라마인재(작가)가 그렇게 없나요? 이럴거면 빨리 좀 끝냅시다,,시청자를 진정으로 생각한다면,,,p.s. 쓴소리는 쓴소리고, 좀 더 분발해서 늦더라도 좋은작품기대합니다"
409,영화 내내 돋보이던 루크 에반스의 인간적인 드라큘라의 완성과 찰스 댄스의 완벽한 끝마무리가 소름을 돋게 한다. 감상따윈 필요없다. 일단봐라
409,실천하는 독립투사...!
409,쯧쯧재미없네그데이거10글자이상으로말하냐답없다
409,쇼킹한 영상
409,정말 기분 나쁘고 소름 돋는 영화.
409,1점은 이 영화를 위해 존재하는 점수이다. 아니 마이너스
409,"진부한 스토리. 지진 원인과 향후 예측에 대한 학자들의 견해 논쟁, 영웅주의 등"
409,재미없삼!!
409,이것도 별 5개 주는 사람들 보고 알바가 진짜로 있음을 알게됨.
409,밑도 끝도 없는 애들용 전대물을 보는거 같다 ..거기에 발연기 굿
409,약 10년이 전에 만들어진 영화라고는 생각할 수 없는 감동... 동성애등을 떠나 진정한 사랑이 무엇인지 The Origin of Love 에 대해 알려준 영화인듯 싶다. 베드씬만 많은 몇십편의 영화보다 이런 퀄리티 있고 감동있는 영화 한편이 더 낫다.
409,식상한 소재와 흔들리는 연출로 흥미를 끌기에는 무리군
409,더할나위 없이 아름다웠던 영화. 처음부터 끝까지 숨죽여 보게 만들었다.
409,나름 영화 매니아이며 코엔의 파고를 다섯 손가락에 들정도로 좋아했지만.. 이 작품은 3번이나 끝까지 보려했으니 20분 보고 지웠슴. 서부 영화이기에 현대적 어프로치감 없는건 그렇다 치지만 매력적인 여성 캐릭도 없고 현실적인 몰입감도 없고 편집이 느림.
409,"판사들은 정부딸랑이해서 국회의원이나 장관되려고 영혼파는경우가 많은데, 공부한게 아까워서라도 딸랑이 편인데, 핵소름... 목숨걸고 투혼.."
409,이게 7점댄대 빅매치가 8점대라고?ㅋㅋ
409,두번째 볼 때가 더 재밌음~
409,이스터 섬의 모아이를 토대로 구성한 스토리가 탄탄한 영화.
409,스이 감독 문제가 많네~~
409,색감이뛰어난영화..모두배역을완벽히소화한듯..역할의이미지가강하네요^^
409,굿
409,이거 롯데시네마가 왜 단독으로 개봉한지 그 속내는 알수 없지만 .. 한국 비보이들의 저력을 느낄 수 있었다. 애국가가 나오는 것은 외국 영화에서 보기 힘든데. 이 영화 단독개봉은 좀 그렇다. 많이 알려졌으면 하다
409,고인의 명복을 빕니다...
409,로코 싫어하는데 재밌게 잘봤어요 ㅋ.
409,재밌어요.
409,평이 안좋아서 기대 안했는데 엄청 재밌네요
409,재미 있어요.
409,새벽에 미친듯이 혼자 웃고있는 나를발견 ㄱ-;;
409,재기발랄. 최고의 성장영화.
409,피디 바뀌고 나서부터 재미가 없음연출쪽이 문제임축구라서 엄청 엄청 기대했는데어제는 정말 짜증났음..친구들 올때마다 보여주는데 시간도 엄청 끌고..축구 하는거 그냥 진지하게 보여줬음 좋겠음..열심히 연습하는 모습이라던가~ 이래서 연출이 중요한듯
410,완전신선함에대박반전에스릴에ㅋㅋㅋ다음드라마들도가끔이렇게신선햇으면좋겠네요ㅋㅋ완전팬임
410,김선아 판단미스ㅋ 남주도 별로. 박건형멋있어서 보려했더니 완전지루..
410,그럴듯하게 시작했으나 억지스런 마무리. 관객을 외면한 영화.
410,Barry white의 Let the music play의 경쾌한 음악소리가 울려퍼지는 클럽안에서 자신의 어쩌 할 수 없는 운명을 술집여자에게 나긋나긋 읍조리는 장면은 어떤 말로도 표현 할 수 없는 슬픔이었다. 매년 생각나서 찾아보는 몇 안되는 명작
410,최씨 아저씨 연기공부를 하세요
410,정말 재미없음.. 기대하고 봤드만 스토리 전개가 이상함..이상해도 너~무 이상해..
410,별로
410,1탄이 원작을 모욕했다면 2탄은 그 1탄마저 모욕했다
410,분위기영상무엇을의도하려고한지는짐작이가지만그의도한바가20%밖에표현해내지못했다.ost와영상이어울렸지만줄거리때문에영상미ost모두다망가트렷다.거기다남자배우연기...뭥미....진짜..최악의로맨스영화
410,완전 웃기고 재밌고 지루하지도 않다
410,보지마
410,나도 감정이 없어지는 약 먹고 싶네...
410,일본인 특유 오바하는 종특이 별로다...무슨 그렇게 대단한 의미가 있을거라고 기대하는 팬이나 거기에 맞출려고 발버둥치는 제작진들의 모습이 보인다
410,내가본영화중 최악이였다.. 주인공이 반성도 없고 뭐가뭔지도 모르겟고..이상하영화다
410,아!정말 충격. 이 영화 주연인 응고르가 1996년LA자택근처에서크메르루즈일당에피살
410,어디선가 본 듯한 플롯인데..
410,스타트렉은 영원히 계속 되어야만 한다.
410,이건 1점이 아니다. 11점을주고싶은 내마음이다
410,재앙 수준의 편집
410,왠 강시 영화가 이렇게 심오해 ㄷㄷ 예전의 유쾌함은 없지만 나름 재미는 있었네. 7~8점 짜리 영화지만 별점이 너무 낮은관계로 9점 줌.
410,미안하지만 이건 아니다.
410,반개도 아깝지만 줄수밖에
410,"성공의 코드라고 생각되어지는 요소를 재탕,삼탕,반복하는건,기본적으로,성의문제다."
410,쓰라리도록 아픈 범죄 역사의 교차 연대기
410,굿~굿!!
410,"암울한 시대, 일그러진 가정 속에서 힘겹게 한걸음 한걸음 지나는 소년의 성장기...미치도록 우울하고, 슬프다.배우들의 놀라운 연기력에 찬사를 보낸다.특히 엔딩신은 결국 주르륵 주르륵 눈물샘을 터트리고야 만다.잊지못할 엔딩.."
410,이 영화를 보기전에는 쇼생크탈출과 비슷한줄알았는데 전혀 다르다
410,어디서 많이 본듯한 스토리다.
410,가볍계 보기에 좋다 다음편은 더 재밋길
410,아정용화멋있다ㅠㅠ달향오빠사랑해요ㅠㅠ♥♥♥♥
410,솔찍히 배우분들이 너무아깝네요 ㅜㅜ 왜...이렇게 쩝
410,공포영화 스토리만드는 사람 진짜 싸이코인듯? 그런걸 상상하고도 아무렇지도 않나?
410,"포로의 대우가 저랬을리는 없지만.. 가정하고본다면, 생각 이상으로 재미있었습니다."
410,감독은 좋지 않은 영화를 의도했나 본데 그냥 나쁜 영화
410,첫사랑은 이루어질 수 없다! 라는 것은 진리인가! 그저 안타까울 뿐
410,이쓰레기의평점이이렇게높다니
410,그 시대마다 대표하는 영화가 있겠지요? 명작!
410,주윤발씨 때문에 봤는데;; 휴;;;
410,이게 영화인가???
410,최악이다..
410,정신병자인가 ㅈ을 왜찌름 ?
410,뭐 이런 개 뻐 킹한 영화가 있냐. 18
410,보통사람에겐 졸리는 영화.그나마 짧은 런닝타임때문에 졸진 않았다.
410,하.... 성지순례..
410,솔직히잼썼다 7.5정도인데 평점올림
410,보내는 마음. 그리고 떠나는 마음. 가슴이 먹먹해 온다.
410,힐끆~ 힐끆~~ 힐끄요~~!!!!!! 요시~ 힐링대쓰요
410,재밌다고............난 정말 이상했음..ㅠㅠㅠ좀짜증남.
410,바이오 해저드에서 드래곤볼로..
410,재밋? 챔프에서 방송 얼마나 했는데
410,억지반전으로 인해 치명적으로 영화를 망쳤다. 개연성이 너무 떨어져서 많이 아쉽다. 이런식으로 뜬금반전은 영화의 완성도를 떨어뜨린다. 주인공 주변인물이 다 테러리스트라고? 요원이란놈이 이걸 모르다니...
410,진짜 어느회산지는 몰라도 죽어도 안들아간다 여기는 전형적인 한국회사 눈치와 눈치로 끝나는일 회사인데 무슨 일이 잘 돌아것냐 인재개발은 무슨 ㅋㅋ 회사의 덕목은 눈치입니다 진짜 바껴야한다 한국 회사 윗대가리들
410,주제는 생각해볼 문제이긴 하나 남주인공의 행동은 정말이해할 수가 없네요 도대체 어떤 성격의 소유자인지 참.남자 주인공 빼고 다 현실적인 캐릭터인듯.
410,1편은 꽤 괜찮았음. 평점 올리기 위해서 10점 줌.
410,난 용자~
410,출연자들 케미 좋음 시나리오좋음
410,"멍청한 연기, 빈약한 상상력.. 야하지도 웃기지도 않는 장난"
410,블랙스완을뛰어넘는다고?너나와
410,이딴 쓰레기영화는 처음^^ 니콜키드먼만 이쁘다
410,재난영화조아하는데 스케일큰 다른 재난영화와 비교했을때 많이 밋밋했지만 처음부터 끝까지 잔잔한전개와 긴장감에 자막끝날때까지 자릴지키며 여운을 느꼈다
410,벌써 2년이나 지났네
410,씬시티에 나오는 캐릭터들 전부 다 매력 터진다
410,기대하고 볼만한 작품은 못되고 그냥 별 생각없이 보기에는 무난한 영화
410,제작진은 사골끓이나요?스토리좀 빨리갑시다한 15년쯤 하실려고요?
410,혓바닥으로 결승점에 다아서 공동 1위에 올라갈수 있었던 것과 순식간에 타이어 4개를 갈아채우는 것과 뒤로가는 것에 얼마나 웃겼는지 기억도 안나고 마지막에 다른 사람을 위해서 1등을 포기한게 참 보기가 좋았어요.ㅋㅋㅋㅋㅋㅋ
410,그냥 일본영화
410,기본에 충실하면 기분이 좋아진다. 안무서워...
410,일본영화를 그다지 좋아하지 않지만... 러브레터 지금만나러갑니다 세상의 중심에서 사랑을 외치다 이3개는 격하게 아낀다. 반전영화를 제일 좋아하고 많이보는데 이상하게 로맨스가 손에 꼽는 영화에 있다는거ㅋㅋㅋ
410,별로였다. 정말 지루하다
410,엑스파일 시리즈의 광팬으로서.. 분노를 금치 못하며 예의상 4점
410,와2일만에다봣는데처음엔 정은지때매밧는데 스토라도좋고내가왜이걸안봤는디모르겟네 꼭보세요 진심재밋어요
410,part를 왜 안써논거여
410,보는내내 얼른 끝나기를 할정도로 지루한 영화.
410,그냥 이건 최고의 영화다
410,자알보았습니다아..
410,명작이네요~!! 이런 작품을 지금까지 몰랐다는게 아쉽게 느껴짐...
410,심형래의 <라스트 갓파더>가 더 재밌다...
410,종교적인걸 떠나서 그냥 재미 자체가 없다 감동빨로 영화평점 2점은 더 얹힌듯
410,재밌게 잘 봤다..
410,진짜 감동과 꿀잼????????일부러 영화 추천하려고 들어왔어요앞으로 이런 영화가 많이 만들어지길
410,두 남자의 섹스씬... 캬 멋지다.. 이미지의 홍수
410,마지막 배틀부분만 보면 된다..
410,레알쓰레기다진짜왜만들어이런거
410,"부천 롯데시네마에서 봤었는데, 보는 사람이 나랑 동생밖에 없었다는 게 많이 씁쓸했고 안타까웠다. cgv에서는 블랙딜 상영 자체를 안 한 것 같던데 그것도 많이 문제가 있는 것 같다. 많은 사람들이 봤으면 좋겠다. 좋은 영화다."
410,저양반나오는영화는 내취향하고는 정말아닌가보다
410,평점이 예상보다 너무 높다
410,뭐 이딴 영화가 다있지?너무 뻔하고 허술하다..뭔가 준비가 하나도 안된 영화
410,어린날의 교감과 순수했던 사랑 비극적이지만 아름다운 결말
410,난 야동을 많이 봐서 그런가 별로던데.
410,천연덕스럽게 시작해서 허겁지겁 마무리 짓는다.
410,정말 극장에서 ...숨막히게 멋지게 본기억... 그후 티비로 다섯번더봄 빈디젤 역시..
411,영화계에서 꺼져줘 제발
411,내용도 볼거리도 없음
411,SM치고는 재밌었음.. 근데 무조건 스엠이랑 슈주라고 깔 건 아닌듯ㅋ
411,아.이.거.일.본.꺼.였.나.여
411,참 실망이다....딱 30분짤 2편본 느낌이다--
411,ㅈㄴ 꿀잼이네 안 그런가
411,비주류의 잘난척은 사그러들줄 모른다
411,윤하 때문에 봄. 소장ㄱㄱ
411,"OO랜드.,?"
411,당신을 완전히 지우고 영화에 빠져라. 그러면 당신은 완벽한 자유를 얻을것이다.
411,좋은영화.
411,재미없음...
411,누가 누가 연기 제일 못하나? 전부 전부 제일 못하지! 쯧쯧~
411,유일무이
411,굿
411,안봐도 비디오다. 일본이 애니는 좀 만들어도 영화는 아니다.. 특히 CG SF... .
411,내가 여태까지 본 영화중 정말 최악의 영화다.
411,정말 욕먹을만하내 소설캐릭터에 맞춰서 배우를 고려하셧으면 얼마나 좋을까하는 생각이 드네요. 신현준씨는 정말 좋은배우이기는하나.. 현암캐릭터에 맞지않다고 생각이드는.. 안성기씨는.. 정말 신부같은 캐릭터라서..괜찮게 생각하는데..
411,"아니 그냥 이 정도.호불호는 둘째치고, 보편적으로 봐도 그냥 평점 아래 수준 ㅡㅡ 티비로 볼려는 당신, 어서 채널을 돌리시오"
411,우리집애들이보고재미지다고하네요!
411,아일랜드인을 보면서 우리나라를 떠올리게 만든 영화
411,거장 임권택의 최고의 걸작
411,유명한 영화라서 한 번 볼랬는데 도저히 못 보겠다. 영화 시작 한 시간이 지나서야 전쟁장면 조금 나오고 그냥 그게 다네. 왜 유명한 영화가 됐는지 이해 불가다..
411,우리나라 영화는 너무 획기적으로만 나가다 보니 다 X망이 되곤했었음..
411,그래픽도 출연진도 몰입도도 그닥... 돈주고 본게 만족스럽지는 않은 영화. 특히 그래픽은 우리나라 게임보다 못함
411,다시 보고싶은데... 찾지를 못하겠네....
411,신기하다 그냥 처음 영화 볼때는 뭐 이런 재미없는 영화가 있냐 싶었는데 보다보니까 계속보게됬네
411,"95년 사람을 르망자동차로 깔아 뭉개서 죽인 유시원, 후에 류시원으로 개명.살인자."
411,내 인생 최고의 영화. 이런게 바로 영화다!
